Postinumero,Postinumeroalueen nimi,Postinumeroalueen pinta-ala,"Asukkaat yhteensä, 2018 (HE)","Miehet, 2018 (HE)","Naiset, 2018 (HE)","Asukkaiden keski-ikä, 2018 (HE)","0-2-vuotiaat, 2018 (HE)","3-6-vuotiaat, 2018 (HE)","Perusasteen suorittaneet, 2018 (KO)","Koulutetut yhteensä, 2018 (KO)","Ylioppilastutkinnon suorittaneet, 2018 (KO)","Ammatillisen tutkinnon suorittaneet, 2018 (KO)","Alemman korkeakoulututkinnon suorittaneet, 2018 (KO)","Ylemmän korkeakoulututkinnon suorittaneet, 2018 (KO)","Asukkaiden keskitulot, 2017 (HR)","Asukkaiden mediaanitulot, 2017 (HR)","Alimpaan tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Keskimmäiseen tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Ylimpään tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Taloudet yhteensä, 2018 (TE)","Talouksien keskikoko, 2018 (TE)","Asumisväljyys, 2018 (TE)","Nuorten yksinasuvien taloudet, 2018 (TE)","Lapsettomat nuorten parien taloudet, 2018 (TE)","Lapsitaloudet, 2018 (TE)","Pienten lasten taloudet, 2018 (TE)","Alle kouluikäisten lasten taloudet, 2018 (TE)","Kouluikäisten lasten taloudet, 2018 (TE)","Teini-ikäisten lasten taloudet, 2018 (TE)","Aikuisten taloudet, 2018 (TE)","Eläkeläisten taloudet, 2018 (TE)","Talouksien keskitulot, 2017 (TR)","Talouksien mediaanitulot, 2017 (TR)","Alimpaan tuloluokkaan kuuluvat taloudet, 2017 (TR)","Keskimmäiseen tuloluokkaan kuuluvat taloudet, 2017 (TR)","Ylimpään tuloluokkaan kuuluvat taloudet, 2017 (TR)","Työpaikat yhteensä, 2017 (TP)","Asukkaat yhteensä, 2017 (PT)","Työlliset, 2017 (PT)","Työttömät, 2017 (PT)","Lapset 0-14 -vuotiaat, 2017 (PT)","Opiskelijat, 2017 (PT)","Eläkeläiset, 2017 (PT)","Muut, 2017 (PT)",postitoimipaikka,postitoimipaikka_sv,lyhenne,lyhenne_sv,alkupvm,loppupvm,postinumerokunta,laaninimi_sv,kuntaalkupvm,elynimi_en,laanikoodi,avinimi_sv,kielisuhdenimi_sv,laaninimi,kuntaryhmanimi_sv,kuntanimi,maakuntanimi_en,avinimi_en,maakuntakoodi,seutukuntakoodi,kuntanimi_en,kuntaryhmanimi_en,elynimi_sv,kielisuhdenimi,seutukuntanimi_en,kuntakoodi,elykoodi,elynimi,kuntanimi_sv,laaninimi_en,seutukuntanimi_sv,kielisuhdekoodi,maakuntanimi,avinimi,kuntaryhmanimi,kuntaloppupvm,kielisuhdenimi_en,avikoodi,seutukuntanimi,maakuntanimi_sv,kuntaryhmakoodi,frequency
85630,Sarjanahde (Nivala),25402796,597,324,273,32,26,60,80,269,8,218,29,14,22766,20579,81,212,54,178,"3,4","36,0",2,3,68,22,43,50,35,47,63,45952,41355,47,109,19,68,594,196,16,211,46,111,2137,NIVALA,NIVALA,0,0,2016-03-01,NULL,535,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Nivala,North Ostrobothnia,Northern Finland AVI,17,176,Nivala,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,535,13,Pohjois-Pohjanmaan ELY-keskus,Nivala,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,60
85640,Maliskylä (Nivala),56717131,505,263,242,45,8,25,109,303,12,255,25,11,20683,18889,117,235,60,215,"2,3","47,6",8,11,47,8,20,20,22,80,93,40410,35969,61,130,22,55,516,201,33,81,30,159,2138,NIVALA,NIVALA,0,0,2016-03-01,NULL,535,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Nivala,North Ostrobothnia,Northern Finland AVI,17,176,Nivala,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,535,13,Pohjois-Pohjanmaan ELY-keskus,Nivala,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,25
85660,Ruuskankylä (Nivala),35427122,175,94,81,41,4,8,39,93,1,80,10,2,21332,18536,29,84,19,65,"2,7","39,1",2,2,17,4,10,8,10,24,25,44302,37834,16,43,5,29,176,71,6,40,4,51,2139,NIVALA,NIVALA,0,0,2016-03-01,NULL,535,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Nivala,North Ostrobothnia,Northern Finland AVI,17,176,Nivala,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,535,13,Pohjois-Pohjanmaan ELY-keskus,Nivala,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,8
85710,Parkkila (Haapajärvi),139732949,380,210,170,40,18,22,98,180,6,153,14,7,20651,18220,68,175,32,146,"2,6","40,2",5,6,41,13,21,21,17,54,52,39399,34085,42,91,14,46,379,135,14,90,23,102,2140,PARKKILA,PARKKILA,0,0,1986-01-01,NULL,069,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Haapajärvi,North Ostrobothnia,Northern Finland AVI,17,176,Haapajärvi,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,69,13,Pohjois-Pohjanmaan ELY-keskus,Haapajärvi,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,22
85730,Tulppo (Haapajärvi),52755175,127,70,57,50,3,2,44,63,4,45,12,2,20054,17449,31,63,12,54,"2,2","47,6",0,1,8,2,3,6,5,23,23,36644,29359,19,28,8,28,125,44,7,15,7,46,2141,TULPPO,TULPPO,0,0,1999-05-10,NULL,069,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Haapajärvi,North Ostrobothnia,Northern Finland AVI,17,176,Haapajärvi,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,69,13,Pohjois-Pohjanmaan ELY-keskus,Haapajärvi,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,2
85800,Haapajärvi Keskus (Haapajärvi),302435834,5472,2720,2752,43,160,246,1264,2969,135,2235,389,210,21424,19321,974,2803,526,2568,"2,1","42,1",217,57,542,134,258,272,264,1078,959,35621,29338,832,1487,255,2448,5558,2101,230,1031,374,1648,2142,HAAPAJÄRVI,HAAPAJÄRVI,0,0,1986-01-01,NULL,069,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Haapajärvi,North Ostrobothnia,Northern Finland AVI,17,176,Haapajärvi,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,69,13,Pohjois-Pohjanmaan ELY-keskus,Haapajärvi,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,246
85820,Oksava (Haapajärvi),124820701,841,459,382,43,32,37,172,474,6,404,46,18,20455,18551,166,416,75,349,"2,4","44,6",8,6,84,29,40,46,37,137,131,38349,35697,110,203,38,119,860,333,38,169,52,248,2143,OKSAVA,OKSAVA,0,0,2000-03-22,NULL,069,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Haapajärvi,North Ostrobothnia,Northern Finland AVI,17,176,Haapajärvi,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,69,13,Pohjois-Pohjanmaan ELY-keskus,Haapajärvi,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,37
85840,Kuona (Haapajärvi),182863266,318,176,142,35,14,21,68,139,3,123,11,2,21018,20263,50,133,20,107,"3,0","36,1",4,4,30,10,17,18,19,51,27,40845,35314,29,66,11,30,317,112,5,86,35,66,2144,KUONA,KUONA,0,0,1986-01-01,NULL,069,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Haapajärvi,North Ostrobothnia,Northern Finland AVI,17,176,Haapajärvi,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,69,13,Pohjois-Pohjanmaan ELY-keskus,Haapajärvi,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,2,21
85900,Reisjärvi Keskus (Reisjärvi),195064135,1902,964,938,45,56,98,489,971,43,745,111,72,20869,18418,371,947,177,861,"2,2","44,0",64,21,175,45,84,83,101,292,397,35370,28957,305,495,72,680,1950,676,63,375,113,672,2145,REISJÄRVI,REISJÄRVI,0,0,1988-11-01,NULL,691,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Reisjärvi,North Ostrobothnia,Northern Finland AVI,17,176,Reisjärvi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,691,13,Pohjois-Pohjanmaan ELY-keskus,Reisjärvi,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,3,98
85930,Kangaskylä-Tolpankangas (Reisjärvi),164457925,221,111,110,44,6,6,55,119,6,96,10,7,20493,19333,51,107,22,87,"2,5","43,4",0,2,21,5,5,8,13,31,36,41572,39055,22,56,11,28,228,94,14,37,19,59,2146,KANGASKYLÄ,KANGASKYLÄ,0,0,1986-01-01,NULL,691,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Reisjärvi,North Ostrobothnia,Northern Finland AVI,17,176,Reisjärvi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,691,13,Pohjois-Pohjanmaan ELY-keskus,Reisjärvi,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,3,6
85940,Räisälänmäki (Reisjärvi),114579569,217,117,100,41,3,8,62,106,4,82,14,6,21496,20421,53,92,33,85,"2,6","45,5",1,3,17,2,6,11,10,41,27,44027,40468,26,46,15,67,235,97,9,46,20,60,2147,RÄISÄLÄNMÄKI,RÄISÄLÄNMÄKI,0,0,1997-12-15,NULL,691,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Reisjärvi,North Ostrobothnia,Northern Finland AVI,17,176,Reisjärvi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,691,13,Pohjois-Pohjanmaan ELY-keskus,Reisjärvi,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,3,8
85980,Köyhänperä (Reisjärvi),91927451,353,188,165,40,16,21,95,174,11,140,15,8,20468,19415,79,157,30,130,"2,7","42,6",3,4,37,14,24,14,17,50,45,42868,39135,38,79,12,51,353,149,12,69,25,90,2148,KÖYHÄNPERÄ,KÖYHÄNPERÄ,0,0,1986-01-01,NULL,691,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Reisjärvi,North Ostrobothnia,Northern Finland AVI,17,176,Reisjärvi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,691,13,Pohjois-Pohjanmaan ELY-keskus,Reisjärvi,NULL,Nivala-Haapajärvi,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Nivala-Haapajärvi,Norra Österbotten,3,21
86100,Pyhäjoki Keskus (Pyhäjoki),235358744,1850,960,890,46,42,79,378,1104,48,837,154,65,22096,20235,341,875,266,859,"2,1","44,7",53,26,176,37,85,86,90,314,375,37763,33166,222,514,125,521,1858,645,77,311,121,641,2149,PYHÄJOKI,PYHÄJOKI,0,0,1988-11-01,NULL,625,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Pyhäjoki,North Ostrobothnia,Northern Finland AVI,17,174,Pyhäjoki,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,625,13,Pohjois-Pohjanmaan ELY-keskus,Pyhäjoki,NULL,Brahestad,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Raahe,Norra Österbotten,3,79
86110,Parhalahti (Pyhäjoki),37456752,349,183,166,44,10,13,63,209,10,165,28,6,23847,22009,61,163,60,153,"2,3","45,3",7,1,42,9,16,22,19,49,63,44906,41627,25,96,31,178,362,148,15,57,37,100,2150,PARHALAHTI,PARHALAHTI,0,0,1986-01-01,NULL,625,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Pyhäjoki,North Ostrobothnia,Northern Finland AVI,17,174,Pyhäjoki,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,625,13,Pohjois-Pohjanmaan ELY-keskus,Pyhäjoki,NULL,Brahestad,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Raahe,Norra Österbotten,3,13
86160,Pirttikoski (Pyhäjoki),57888370,293,153,140,50,8,7,75,175,8,144,20,3,22401,19523,58,160,40,134,"2,2","53,2",3,3,24,8,11,11,8,50,64,41202,35885,28,91,22,21,306,117,11,41,16,118,2151,PIRTTIKOSKI,PIRTTIKOSKI,0,0,1986-01-01,NULL,625,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Pyhäjoki,North Ostrobothnia,Northern Finland AVI,17,174,Pyhäjoki,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,625,13,Pohjois-Pohjanmaan ELY-keskus,Pyhäjoki,NULL,Brahestad,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Raahe,Norra Österbotten,3,7
86170,Yppäri (Pyhäjoki),102794283,593,312,281,40,28,47,111,307,15,248,29,15,22635,20234,102,228,81,220,"2,7","42,8",5,4,60,16,36,32,29,65,95,43033,38946,58,127,34,103,594,211,19,154,41,151,2152,YPPÄRI,YPPÄRI,0,0,1986-01-01,NULL,625,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Pyhäjoki,North Ostrobothnia,Northern Finland AVI,17,174,Pyhäjoki,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,625,13,Pohjois-Pohjanmaan ELY-keskus,Pyhäjoki,NULL,Brahestad,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Raahe,Norra Österbotten,3,47
86210,Petäjäskoski (Oulainen),32937479,193,102,91,35,8,11,30,92,3,78,7,4,22888,20869,36,60,26,62,"3,1","39,1",0,2,28,5,10,11,18,18,18,46148,36727,17,38,7,36,196,76,4,55,23,34,2153,PETÄJÄSKOSKI,PETÄJÄSKOSKI,0,0,1990-05-01,NULL,563,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Oulainen,North Ostrobothnia,Northern Finland AVI,17,177,Oulainen,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,563,13,Pohjois-Pohjanmaan ELY-keskus,Oulainen,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,11
86220,Merijärvi Keskus (Merijärvi),102611473,807,429,378,38,42,65,187,369,15,316,30,8,19647,17964,163,339,62,300,"2,6","35,9",12,2,89,34,49,44,42,96,117,36183,32434,119,165,20,201,820,278,27,209,68,208,2154,MERIJÄRVI,MERIJÄRVI,0,0,1986-01-01,NULL,483,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Merijärvi,North Ostrobothnia,Northern Finland AVI,17,177,Merijärvi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,483,13,Pohjois-Pohjanmaan ELY-keskus,Merijärvi,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,65
86230,Ylipää (Merijärvi),92015855,132,69,63,51,2,5,45,65,3,59,3,0,18837,15833,35,70,10,64,"2,1","49,7",1,2,9,2,3,2,8,19,36,35084,32006,18,39,5,16,137,40,11,18,7,57,2155,YLIPÄÄ,YLIPÄÄ,0,0,1986-01-01,NULL,483,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Merijärvi,North Ostrobothnia,Northern Finland AVI,17,177,Merijärvi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,483,13,Pohjois-Pohjanmaan ELY-keskus,Merijärvi,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,5
86240,Pyhänkoski (Merijärvi),60499326,207,114,93,41,15,11,37,117,2,95,18,2,21646,21167,30,111,23,85,"2,4","46,2",4,1,18,12,13,8,9,35,33,41344,38619,18,57,11,12,207,81,11,37,14,59,2156,PYHÄNKOSKI,PYHÄNKOSKI,0,0,1986-01-01,NULL,483,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Merijärvi,North Ostrobothnia,Northern Finland AVI,17,177,Merijärvi,Rural municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,483,13,Pohjois-Pohjanmaan ELY-keskus,Merijärvi,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,3,11
86300,Oulainen Keskus (Oulainen),358671046,6657,3243,3414,44,189,308,1374,3808,119,2987,469,233,22234,20213,1017,3411,721,3130,"2,1","43,4",260,88,653,161,315,352,305,1312,1173,36400,30599,885,1882,347,2710,6666,2475,310,1239,468,2033,2157,OULAINEN,OULAINEN,0,0,1988-11-01,NULL,563,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Oulainen,North Ostrobothnia,Northern Finland AVI,17,177,Oulainen,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,563,13,Pohjois-Pohjanmaan ELY-keskus,Oulainen,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,308
86350,Kilpua (Oulainen),51759867,119,62,57,48,3,3,32,69,1,54,7,7,21769,19706,26,63,14,55,"2,2","42,9",1,0,10,3,4,5,5,20,25,40777,38842,10,36,9,8,119,45,8,11,10,42,2158,KILPUA,KILPUA,0,0,1986-01-01,NULL,563,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Tätortskommuner,Oulainen,North Ostrobothnia,Northern Finland AVI,17,177,Oulainen,Semi urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,563,13,Pohjois-Pohjanmaan ELY-keskus,Oulainen,NULL,Ylivieska,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Taajaan asutut kunnat,NULL,Monolingual Finnish-speaking municipality,5,Ylivieska,Norra Österbotten,2,3
86360,Ilveskorpi (Raahe),55569720,206,117,89,49,3,5,43,135,4,117,9,5,21341,19626,31,127,23,94,"2,1","50,6",6,2,14,3,7,8,5,47,33,38612,38275,28,55,14,40,217,79,4,32,9,86,2159,ILVESKORPI,ILVESKORPI,0,0,1986-01-01,NULL,678,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Raahe,North Ostrobothnia,Northern Finland AVI,17,174,Raahe,Urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,678,13,Pohjois-Pohjanmaan ELY-keskus,Brahestad,NULL,Brahestad,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Raahe,Norra Österbotten,1,5
86400,Vihanti Keskus (Raahe),345269925,1682,870,812,47,51,70,413,901,23,771,82,25,20857,18600,283,881,176,793,"2,1","44,0",32,19,128,40,70,74,57,303,365,34541,30728,232,484,82,377,1707,532,84,306,89,652,2160,VIHANTI,VIHANTI,0,0,1988-11-01,NULL,678,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Raahe,North Ostrobothnia,Northern Finland AVI,17,174,Raahe,Urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,678,13,Pohjois-Pohjanmaan ELY-keskus,Brahestad,NULL,Brahestad,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Raahe,Norra Österbotten,1,70
86440,Lampinsaari (Raahe),20356381,246,119,127,48,6,13,56,138,5,119,12,2,18853,16910,64,134,16,118,"2,1","48,6",2,0,18,5,10,11,8,43,58,31501,29460,40,83,6,19,267,68,20,44,16,113,2161,LAMPINSAARI,LAMPINSAARI,0,0,1988-11-01,NULL,678,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Raahe,North Ostrobothnia,Northern Finland AVI,17,174,Raahe,Urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,678,13,Pohjois-Pohjanmaan ELY-keskus,Brahestad,NULL,Brahestad,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Raahe,Norra Österbotten,1,13
86460,Alpua (Raahe),112568656,369,189,180,44,7,20,90,187,5,158,17,7,20316,18486,77,178,35,161,"2,3","45,9",3,2,33,7,18,19,18,56,72,35398,29948,59,94,16,70,387,129,21,79,29,118,2162,ALPUA,ALPUA,0,0,1986-01-01,NULL,678,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Raahe,North Ostrobothnia,Northern Finland AVI,17,174,Raahe,Urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,678,13,Pohjois-Pohjanmaan ELY-keskus,Brahestad,NULL,Brahestad,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Raahe,Norra Österbotten,1,20
86470,Lumimetsä (Raahe),79529473,180,95,85,44,3,10,39,94,1,86,5,2,20144,17599,46,73,17,74,"2,4","46,1",2,0,17,2,6,9,8,25,32,37727,35227,20,48,6,45,183,66,8,41,11,53,2163,LUMIMETSÄ,LUMIMETSÄ,0,0,1986-01-01,NULL,678,NULL,1990-01-01,North Ostrobothnia ELY Centre,NULL,Norra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Raahe,North Ostrobothnia,Northern Finland AVI,17,174,Raahe,Urban municipalities,NTM-centralen i Norra Österbotten,Yksikielinen suomenkielinen kunta,NULL,678,13,Pohjois-Pohjanmaan ELY-keskus,Brahestad,NULL,Brahestad,0,Pohjois-Pohjanmaa,Pohjois-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,5,Raahe,Norra Österbotten,1,10
